,index,artists,track_name,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
15406,46063,dune,hardcore vibes - south bound mix cut,False,0.588,0.69,4,-8.72,0.0396,0.014,0.2,0.0729,0.436,163.778
15407,46064,dj gizmo,sorrow,False,0.604,0.338,10,-12.582,0.166,0.0149,0.798,0.113,0.388,145.044
15408,46068,nosferatu,beat the system,True,0.719,0.992,6,0.55,0.366,0.28,0.0452,0.13,0.118,99.977
15409,46069,flamman & abraxas,hondo,False,0.597,0.928,3,-8.626,0.034,0.000821,0.798,0.308,0.843,139.084
15410,46070,rotterdam terror corps,raveworld - f.noize remix,False,0.651,0.997,8,-2.246,0.306,0.274,0.353,0.0847,0.0602,95.071
15411,46072,2 brothers on the 4th floor,come take my hand - the viper remix - edit,False,0.449,0.963,9,-3.955,0.0566,0.0251,3.35e-05,0.272,0.401,172.06
15412,46074,scooter,where the beats...,False,0.531,0.929,11,-4.882,0.0504,0.0571,0.325,0.378,0.205,150.02
15413,46075,korsakoff,my empty bottle,False,0.502,0.913,6,-7.672,0.0728,0.00499,0.853,0.116,0.429,163.521
15414,46078,critical mass,believe in the future - radio edit,False,0.497,0.931,5,-11.154,0.0553,0.00697,0.212,0.426,0.179,169.97
15415,46079,dj promo,arder,False,0.81,0.553,8,-10.705,0.152,0.12,0.76,0.435,0.789,117.32
15416,46081,dj promo,oscuro,False,0.706,0.537,4,-13.011,0.0295,0.087,0.979,0.124,0.271,100.155
15417,46084,scooter,and no matches,False,0.528,0.973,7,-4.118,0.0367,0.0316,0.31,0.824,0.814,145.027
15418,46088,paul elstak,push em up,False,0.526,0.886,4,-4.52,0.0644,0.109,0.571,0.16,0.0548,149.918
15419,46090,scooter,friends - single edit,False,0.346,0.824,7,-13.465,0.038,0.00043,0.917,0.286,0.513,176.129
15420,46097,neophyte,strictly underground,False,0.663,0.992,0,-1.214,0.149,0.176,0.0,0.239,0.546,169.929
15421,46098,partyfriex,partyfreak,False,0.732,0.919,8,-6.043,0.0586,0.218,1.22e-05,0.382,0.889,151.995
15422,46099,partyfriex,ik heb gezopen - hardstyle remix,False,0.656,0.823,0,-7.363,0.0435,0.00426,1.23e-06,0.142,0.538,147.966
15423,46100,darren styles,reactivate,False,0.635,0.958,6,-2.757,0.201,0.00401,0.13,0.274,0.203,160.01
15424,46102,s3rl,pika girl,False,0.592,0.991,1,-1.827,0.144,0.0123,3.8e-06,0.361,0.523,175.047
15425,46107,s3rl,intensify,False,0.471,0.985,11,-1.466,0.0523,0.00134,0.0142,0.432,0.583,174.982
15426,46108,dj sim,plus,False,0.66,0.754,8,-7.807,0.144,0.683,0.547,0.173,0.663,168.192
15427,46112,nakatomi,free - dj hirohito hitmix,False,0.255,0.875,6,-8.865,0.0373,0.00928,0.162,0.0485,0.239,169.411
15428,46115,scooter,nessaja,False,0.492,0.901,2,-7.03,0.045,0.00139,0.0486,0.186,0.104,143.014
15429,46117,scooter,back in the u.k.,False,0.472,0.952,7,-7.121,0.0657,0.00148,0.00257,0.362,0.335,180.005
15430,46121,evil activities,infinite triumph (defqon.1 australia hardcore soundtrack),False,0.485,0.981,7,-4.44,0.125,0.0279,0.00524,0.069,0.076,92.505
15431,46122,scooter,the sound above my hair - radio edit,False,0.422,0.98,9,-6.058,0.0839,0.000321,0.0234,0.905,0.332,147.953
15432,46123,scooter,i'm your pusher,True,0.425,0.998,11,-4.651,0.0809,4.26e-05,0.036,0.371,0.362,144.002
15433,46124,scooter,let me be your valentine,False,0.431,0.991,7,-4.489,0.156,0.000277,0.00129,0.254,0.219,169.937
15434,46125,scooter,call me manana - heavy horses radio,False,0.507,0.999,9,-6.9,0.098,0.00306,0.0968,0.719,0.105,143.023
15435,46126,paul elstak,rainbow in the sky - radio edit,False,0.464,0.936,1,-6.864,0.0349,0.000145,0.00516,0.305,0.294,167.983
15436,46127,partyraiser,taking over control,False,0.561,0.901,5,-1.51,0.0558,0.00771,0.0183,0.2,0.0375,105.021
15437,46128,4 tune fairytales,take me 2 wonderland - radio mix,False,0.514,0.943,0,-7.325,0.0384,0.143,0.333,0.181,0.467,178.085
15438,46131,scooter,it's a biz (ain't nobody) - extended,False,0.685,0.85,6,-4.303,0.141,0.000208,2.05e-05,0.0493,0.618,129.997
15439,46134,scooter,i'm lonely - remastered,False,0.454,0.903,8,-3.89,0.0374,0.0135,0.544,0.287,0.179,143.051
15440,46136,dune,hardcore vibes,False,0.598,0.867,2,-7.618,0.0408,0.0117,0.154,0.0739,0.535,163.819
15441,46144,scooter,and no matches - remastered,False,0.565,0.981,7,-3.85,0.0372,0.0864,0.297,0.793,0.779,145.012
15442,46147,lawineboys,marianne,False,0.57,0.989,4,-4.217,0.0526,0.0697,2.34e-05,0.365,0.889,162.97
15443,46150,s3rl,pretty rave girl,False,0.429,0.988,4,-5.241,0.14,0.00747,0.0486,0.169,0.312,175.019
15444,46155,styles & breeze,you're shining,False,0.533,0.979,8,-5.209,0.0446,0.00161,0.00235,0.191,0.374,144.018
15445,46158,technikore,arsonist 2018,False,0.5,0.925,7,-4.588,0.0605,0.109,0.0811,0.127,0.459,170.009
15446,46159,anime,detonate 2019,False,0.547,0.998,7,-1.41,0.421,0.109,0.00334,0.485,0.0381,180.007
15447,46164,predator,turbulence,False,0.468,0.865,6,-10.118,0.0448,0.0475,0.935,0.294,0.0393,178.492
15448,46166,korsakoff,come to me,False,0.393,0.792,9,-7.37,0.0613,0.382,0.0403,0.0876,0.105,167.08
15449,46167,scooter,the logical song - radio edit [remastered],False,0.519,0.938,6,-6.244,0.0377,0.00103,0.103,0.472,0.501,144.006
15450,46170,scooter,the age of love,False,0.534,0.982,0,-7.233,0.0637,0.0042,0.133,0.912,0.227,140.551
15451,46172,partyraiser,let the thing go,False,0.57,0.977,7,-0.253,0.141,0.0797,0.000237,0.359,0.0917,105.011
15452,46175,scooter,we are the greatest,False,0.61,0.983,1,-5.69,0.0804,0.0168,0.129,0.958,0.488,136.984
15453,46177,marshall masters,return to zero - the mystery land anthem,False,0.679,0.866,8,-9.691,0.0719,3.84e-05,0.755,0.956,0.0457,147.086
15454,46178,masters of ceremony,rocking with the best [mix cut] - original mix,False,0.227,0.918,9,-6.416,0.0716,0.0242,0.000836,0.633,0.0887,162.231
15455,46180,critical mass,burning love 2011 - the viper remix,True,0.457,0.958,8,-4.967,0.153,0.261,0.0102,0.359,0.106,172.021
15456,46182,critical mass,dancing together,False,0.483,0.98,1,-6.196,0.0555,0.00434,0.832,0.254,0.794,161.704
15457,46183,scooter,move your ass! (original mix),False,0.48,0.931,7,-10.516,0.0774,0.011,0.000655,0.381,0.274,160.95
15458,46189,paul elstak,rainbow in the sky - re-style & bass-d remix,False,0.401,0.984,6,-3.213,0.0495,0.00936,0.553,0.0913,0.466,170.029
15459,46192,scooter,can't stop the hardcore,False,0.483,0.837,7,-4.336,0.0606,0.0018,1.36e-06,0.441,0.229,149.318
15460,46193,scooter,wild and wicked,False,0.516,0.879,6,-6.457,0.0829,6.79e-05,0.156,0.518,0.819,140.078
15461,46194,4 tune fairytales,take me 2 wonderland - radio mix,False,0.514,0.943,0,-7.325,0.0384,0.143,0.341,0.181,0.467,178.085
15462,46195,scooter,the question is what is the question?,False,0.602,0.936,7,-6.473,0.0397,0.0218,0.356,0.321,0.893,142.036
15463,46199,scooter,posse (i need you on the floor),False,0.53,0.997,8,-4.707,0.0946,0.0938,0.000903,0.961,0.203,139.569
15464,46202,euromasters,kapu,False,0.549,0.69,11,-12.348,0.0421,1.8e-05,0.892,0.392,0.725,76.751
15465,46205,scooter,the logical song,False,0.523,0.888,6,-8.715,0.0359,0.00112,0.0692,0.46,0.534,144.021
15466,46206,dj isaac,bass and sound,False,0.63,0.833,4,-11.626,0.0805,0.117,0.66,0.08,0.394,177.022
15467,46207,sonicdriver,in your arms tonight,False,0.586,0.758,2,-12.486,0.0472,0.00124,0.249,0.0633,0.49,166.021
15468,46210,s3rl,this one goes out to you,False,0.424,0.98,11,-1.886,0.226,0.00124,0.00114,0.0742,0.333,175.218
15469,46211,base alert,zoo,False,0.519,0.94,9,-3.801,0.111,0.0169,0.018,0.0846,0.585,159.959
15470,46217,the nightraver,if you're smart,False,0.571,0.873,6,-11.995,0.0732,3.25e-05,0.74,0.373,0.0894,179.841
15471,46218,forze dj team,move,False,0.618,0.887,10,-8.369,0.0638,0.000516,0.708,0.27,0.17,180.868
15472,46221,scooter,how much is the fish?,False,0.53,0.994,2,-9.629,0.0615,0.000592,0.00708,0.364,0.681,139.992
15473,46223,promo,king of pain,False,0.651,0.976,1,-6.006,0.427,0.255,0.0397,0.145,0.311,149.874
15474,46227,the masochist,mzkzm - original mix,False,0.601,0.875,6,-7.048,0.0743,0.000626,0.65,0.297,0.11,159.993
15475,46229,ophidian,dark euphoria (official masters of hardcore austria 2022 anthem),False,0.367,0.995,1,-0.624,0.464,0.2,0.000384,0.391,0.225,183.007
15476,46234,scooter,how much is the fish? - remastered,False,0.492,0.999,2,-4.491,0.0872,0.00106,0.116,0.664,0.55,140.033
15477,46235,party animals,used & abused - amnesia mix,False,0.636,0.958,6,-4.355,0.12,0.163,0.764,0.109,0.483,178.436
15478,46236,dream your dream,soushkin - original remastered mix,False,0.714,0.891,1,-7.649,0.119,0.315,0.788,0.389,0.106,156.049
15479,46237,masters of ceremony,a way of life,False,0.723,0.716,8,-11.396,0.0786,0.13,0.515,0.0745,0.414,167.524
15480,46238,party animals,party hard - flamman & abraxas radio mix,False,0.494,0.914,10,-4.279,0.0391,0.00092,0.545,0.189,0.363,171.656
15481,46239,neophyte,braincracking - tha playah's ultimate kick refix,False,0.41,0.868,6,-6.392,0.0369,0.0327,0.0773,0.599,0.19,170.606
15482,46240,hard creation,i will have that power,False,0.725,0.892,7,-13.914,0.288,0.351,0.0155,0.177,0.176,170.06
15483,46246,scooter,fuck the millennium,True,0.582,0.999,0,-6.175,0.067,0.0119,0.277,0.824,0.156,144.983
15484,46247,partyfriex,ik heb gezopen,False,0.625,0.905,0,-5.318,0.0629,0.0114,0.0,0.324,0.69,148.119
15485,46250,evil activities,nobody said it was easy,False,0.461,0.575,0,-7.275,0.0407,0.00216,0.379,0.0915,0.115,170.032
15486,46251,neophyte,let's move some,False,0.633,0.933,8,-3.258,0.0706,0.000203,0.786,0.154,0.353,174.945
15487,46252,bertocucci feranzano,xtc love,False,0.63,0.852,10,-9.686,0.108,0.0016,0.82,0.653,0.302,177.966
15488,46253,korsakoff,lalala,False,0.629,0.924,5,-1.136,0.0421,0.00854,0.000146,0.237,0.105,92.488
15489,46254,critical mass,believe in the future - dj weirdo & dj sim mix cut,False,0.503,0.961,5,-9.06,0.0605,0.00648,0.179,0.138,0.176,172.044
15490,46256,technikore,dreams (back to 2005 remix),False,0.459,0.956,0,-2.272,0.365,0.0358,0.000969,0.375,0.19,169.948
15491,46257,2 brothers on the 4th floor,the sun will be shining - radio version,False,0.672,0.873,4,-7.203,0.0385,0.153,0.0674,0.488,0.73,131.974
15492,46259,the prophet,alright here we go!,False,0.586,0.649,7,-12.45,0.0443,6.46e-05,0.943,0.166,0.0399,179.809
15493,46261,omar santana,culpable,True,0.736,0.577,4,-10.506,0.11,0.336,0.0,0.35,0.839,89.919
15494,46263,technikore,again & again,False,0.543,0.921,6,-3.483,0.11,0.000457,0.0568,0.577,0.465,165.022
15495,46264,tha playah,why so serious,False,0.52,0.968,1,-3.658,0.174,0.00967,0.208,0.281,0.349,170.019
15496,46266,anime,terrordome #tih,True,0.531,0.951,7,-2.91,0.265,0.00155,0.485,0.201,0.197,173.108
15497,46267,hardsequencer,brain crash,False,0.519,0.79,7,-10.327,0.0626,0.00866,0.00693,0.0999,0.474,166.434
15498,46269,art of fighters,artwork,True,0.371,0.982,8,-5.886,0.512,0.359,0.543,0.065,0.0785,168.934
15499,46270,2 brothers on the 4th floor,turn da music up,False,0.801,0.808,0,-7.974,0.0538,0.0291,0.0011,0.15,0.814,122.136
15500,46275,dj promo,luces,False,0.661,0.668,2,-8.655,0.0341,0.000484,0.764,0.448,0.332,139.043
15501,46276,dj sim,cartoons in progress - d-tune remix,False,0.509,0.986,6,-1.871,0.0991,0.179,0.662,0.0805,0.0385,175.005
15502,46281,scooter,maria (i like it loud) - live,False,0.624,0.956,8,-5.468,0.216,0.0123,0.000144,0.606,0.589,142.681
15503,46282,3 steps ahead,hardcore (album version),False,0.369,0.948,9,-3.036,0.0907,3.89e-05,0.79,0.675,0.502,193.075
15504,46285,dj mad dog,laughing loud [mixed],False,0.482,0.988,4,-1.098,0.293,0.0102,0.0321,0.591,0.0676,179.996
15505,46286,dj promo,action,False,0.705,0.589,1,-9.178,0.0862,0.00422,0.879,0.192,0.0547,90.032
15506,46287,scooter,faster harder scooter - remastered,False,0.523,0.941,0,-7.388,0.038,6.99e-06,0.889,0.978,0.201,144.975
15507,46288,scooter,shake that! - remastered,False,0.543,0.967,10,-5.142,0.0751,0.000286,0.0755,0.363,0.605,130.049
15508,46291,scooter,cambodia,False,0.578,0.995,6,-6.538,0.0401,0.000336,0.813,0.282,0.713,144.998
15509,46292,dj promo,shut up !,False,0.722,0.875,7,-6.305,0.176,0.185,0.383,0.102,0.176,94.939
15510,46295,hakkuhbar,paddoman,False,0.69,0.896,7,-7.367,0.127,0.0438,0.000329,0.346,0.796,172.036
15511,46296,party animals,electricity - flamman & abraxas mix,False,0.493,0.995,7,-5.305,0.0717,0.00204,0.633,0.794,0.528,170.01
15512,46299,lawineboys,isabel,False,0.685,0.977,1,-2.775,0.107,0.0943,1.62e-05,0.091,0.863,141.944
15513,46300,s3rl,bass slut - original mix,False,0.511,0.987,1,-3.182,0.171,0.00453,0.00214,0.142,0.521,174.996
15514,46302,el bruto,let yourself go - mix cut,False,0.739,0.806,1,-5.748,0.251,0.00113,0.497,0.279,0.363,155.903
15515,46306,the prophet,big boys don't cry - original mix,False,0.516,0.964,6,-4.21,0.0736,0.00109,0.518,0.188,0.195,181.061
15516,46307,scooter,and no matches - radio,False,0.581,0.959,7,-5.528,0.037,0.143,0.186,0.872,0.765,145.004
15517,46317,dyewitness,only if i had - remix,False,0.665,0.951,11,-5.449,0.0937,0.00436,0.0171,0.255,0.787,164.826
15518,46320,re-style,towards the sun,False,0.426,0.935,6,-4.437,0.0554,0.268,0.652,0.0385,0.136,175.009
15519,46325,the prophet,there it is (original mix) - extended mix,False,0.76,0.953,7,-3.081,0.118,0.0597,0.691,0.087,0.144,179.943
15520,46326,the prophet,there it is - original mix,False,0.776,0.972,7,-3.712,0.136,0.0936,0.629,0.0486,0.226,180.016
15521,46327,rexanthony,polaris dream,True,0.444,0.997,9,-3.566,0.0724,0.0536,0.916,0.0788,0.441,160.698
15522,46329,dj gizmo,the end of the beginning,False,0.459,0.966,7,-7.532,0.135,0.000228,0.726,0.445,0.0425,190.86
15523,46330,the prophet,i love you (bonus beats) - extended mix,False,0.733,0.995,7,-2.715,0.0591,0.0189,0.838,0.191,0.452,153.879
15524,46332,dune,are you ready to fly (radio mix),False,0.51,0.758,6,-10.303,0.0408,0.0867,0.521,0.156,0.155,164.0
15525,46334,nosferatu,sanctity of space - edit version,True,0.479,0.995,7,-5.068,0.41,0.424,0.0222,0.166,0.116,177.997
15526,46335,charly lownoise & mental theo,last goodbye - rave mix,False,0.462,0.983,0,-5.839,0.0353,0.00323,0.000818,0.102,0.273,170.078
15527,46337,the prophet,lunatic - original mix - slow break,False,0.789,0.704,11,-5.219,0.16,0.00158,0.326,0.515,0.149,95.008
15528,46339,scooter,behind the cow - remastered,False,0.254,0.984,6,-5.29,0.298,0.000871,0.198,0.305,0.249,139.986
15529,46340,the prophet,i like it loud (original mix) - extended mix,False,0.748,0.984,1,-5.865,0.0526,0.000719,0.0016,0.299,0.162,92.456
15530,46341,the prophet,lunatic (original mix - slow break) - extended mix,False,0.771,0.69,7,-5.019,0.0918,0.000949,0.25,0.307,0.123,94.967
15531,46342,scooter,enola gay,False,0.557,0.951,7,-5.286,0.0372,0.0159,0.718,0.391,0.682,145.002
15532,46345,hakkuhbar,vet heftig,False,0.547,0.874,7,-6.505,0.0423,0.00151,0.331,0.282,0.124,180.001
15533,46346,charly lownoise & mental theo,wonderfull days - radio edit,False,0.503,0.958,10,-5.064,0.124,0.147,0.267,0.0993,0.312,165.863
15534,46347,scooter,lost in love,False,0.662,0.935,4,-7.977,0.0455,0.000576,0.906,0.285,0.102,140.006
15535,46350,darren styles,quiver,False,0.609,0.951,9,-3.171,0.0645,0.0537,0.000661,0.0837,0.194,159.964
15536,46351,g-town madness,put your hands up,False,0.792,0.979,10,-5.625,0.19,0.0205,0.294,0.211,0.408,155.919
15537,46352,2 brothers on the 4th floor,let me be free,False,0.644,0.934,9,-5.209,0.0375,0.00327,0.0947,0.0958,0.652,135.027
15538,46353,s3rl,feel the melody (feat. sara),False,0.46,0.996,8,-1.172,0.327,0.00304,0.0116,0.335,0.36,175.123
15539,46354,bang!,cloudy daze - ham mix,False,0.593,0.588,10,-14.42,0.043,0.00315,0.124,0.0639,0.328,169.857
15540,46355,ferocious,devistated - edit,False,0.663,0.695,6,-12.17,0.0854,0.000512,0.254,0.033,0.197,185.501
15541,46359,charly lownoise & mental theo,together in wonderland - video mix,False,0.426,0.905,0,-4.942,0.101,0.196,0.00556,0.116,0.169,163.827
15542,46360,dj isaac,go insane (original radio mix),False,0.703,0.981,6,-5.76,0.187,0.000689,0.439,0.0832,0.109,141.007
15543,46368,the prophet,i can't stand it (4 minute mix) - extended mix,False,0.665,0.719,2,-7.08,0.0631,0.00308,0.257,0.213,0.0737,179.96
15544,46369,the prophet,i can't stand it - 4 minute mix,False,0.664,0.847,10,-6.778,0.0561,0.00381,0.19,0.103,0.0448,179.988
15545,46371,scooter,which light switch is which? - live,False,0.556,0.962,5,-5.485,0.075,0.0216,0.00126,0.345,0.0969,149.994
15546,46372,the prophet,i like it loud - dj mix,False,0.615,0.985,7,-5.318,0.041,2.63e-05,0.326,0.11,0.0398,185.024
15547,46373,the prophet,hardsax - original mix,False,0.7,0.951,7,-4.972,0.0759,0.0197,0.916,0.0915,0.284,149.993
15548,46374,scooter,friends (original mix),False,0.351,0.829,1,-14.381,0.0375,0.000419,0.924,0.402,0.431,176.005
15549,46378,the prophet,mayhem mf - original mix,False,0.753,0.844,11,-3.859,0.137,0.361,6.44e-05,0.0693,0.131,89.993
15550,46380,the prophet,hardsax (original mix) - extended mix,False,0.671,0.97,7,-4.566,0.0699,0.00966,0.922,0.0876,0.258,149.949
15551,46381,the prophet,pump up the volume - original mix,False,0.707,0.92,0,-6.468,0.0831,0.269,0.798,0.101,0.0739,110.961
15552,46382,dj promo,to see,False,0.708,0.453,9,-7.894,0.0516,0.0386,0.9,0.0946,0.518,155.031
15553,46383,the prophet,i like it loud (dj mix) - extended mix,False,0.716,0.972,10,-5.634,0.0416,0.000145,0.0356,0.125,0.0837,92.457
15554,46384,the prophet,nonono (original mix) - extended mix,False,0.651,0.918,11,-7.729,0.0869,0.000404,0.878,0.402,0.419,170.045
15555,46385,dj promo,banking,False,0.721,0.605,5,-7.891,0.192,0.00899,0.497,0.373,0.717,179.986
15556,46386,perplexer,da capo (classic rave mix),False,0.569,0.825,0,-12.714,0.0472,0.00121,0.811,0.107,0.19,158.777
15557,46389,the prophet,peptalkin' (original mix) - extended mix,False,0.749,0.921,6,-8.182,0.116,0.000218,0.212,0.121,0.414,99.075
15558,46390,the prophet,pump up the volume (original mix) - extended mix,False,0.729,0.883,4,-6.554,0.105,0.137,0.889,0.0654,0.0775,110.945
15559,46393,charly lownoise & mental theo,fantasy world - radio mix,False,0.405,0.96,0,-3.9,0.102,0.392,4.39e-05,0.818,0.475,169.91
15560,46394,charly lownoise & mental theo,just can't get enough - radio edit,False,0.531,0.997,5,-4.509,0.0504,0.101,3.39e-05,0.957,0.458,138.011
15561,46395,scooter,endless summer,False,0.449,0.95,0,-11.134,0.0794,0.0083,0.00317,0.564,0.113,162.001
15562,46396,scooter,j'adore hardcore - extended mix,False,0.537,0.871,7,-5.457,0.0498,0.00428,0.0745,0.163,0.166,149.98
15563,46399,scooter,symmetry c,False,0.495,0.917,1,-7.974,0.0297,8.89e-05,0.847,0.339,0.203,140.014
15564,46401,the prophet,the dreamtheme,False,0.524,0.989,6,-5.778,0.0523,7.96e-05,0.378,0.341,0.534,99.889
15565,46405,the prophet,big boys don't cry - rave mix,False,0.563,0.909,6,-3.724,0.046,0.00285,0.402,0.0815,0.0604,180.94
15566,46407,noize suppressor,nobody likes,True,0.592,0.961,6,-5.715,0.349,0.138,0.109,0.685,0.623,175.007
15567,46408,dj gizmo,forgot,False,0.689,0.707,8,-9.348,0.0516,0.168,0.317,0.214,0.504,124.65
15568,46409,dj sim,simbiosis - original mix,False,0.664,0.817,7,-5.006,0.0546,0.00184,0.787,0.178,0.0396,152.114
15569,46410,korsakoff,no more goodbye,False,0.521,0.94,9,-5.358,0.0761,0.0295,0.155,0.0911,0.281,164.992
15570,46411,the prophet,housetime! (original mix) - extended mix,False,0.538,0.866,4,-3.674,0.0827,0.000866,0.013,0.357,0.0355,100.016
15571,46412,the prophet,big boys don't cry (4 min mix) - extended mix,False,0.511,0.971,6,-3.903,0.0761,0.000226,0.437,0.193,0.265,180.985
15572,46413,the prophet,big boys don't cry (rave mix) - extended mix,False,0.563,0.882,7,-3.553,0.0576,0.0038,0.28,0.0583,0.0497,180.949
15573,46414,the prophet,i love you - love mix,False,0.682,0.877,0,-4.89,0.0477,0.0158,0.218,0.0439,0.512,144.003
15574,46415,rexanthony,for you marlene,False,0.693,0.986,0,-5.603,0.128,0.000255,0.711,0.3,0.0385,148.75
15575,46416,the prophet,i love you - rave mix,False,0.624,0.894,2,-4.834,0.0334,0.0724,0.266,0.0761,0.366,154.02
15576,46417,the prophet,i love you - amsterdam party mix,False,0.672,0.879,2,-2.486,0.0426,0.0433,0.257,0.31,0.461,153.944
15577,46419,the prophet,don't quit (original mix) - extended mix,False,0.608,0.852,7,-4.194,0.0622,0.00215,0.596,0.667,0.257,175.058
15578,46420,the prophet,damn - original mix,False,0.67,0.99,10,-3.988,0.0734,0.00156,0.837,0.498,0.287,92.484
15579,46422,the prophet,i love you (7 inch radio edit) - extended mix,False,0.625,0.895,0,-3.979,0.0514,0.00281,0.0223,0.105,0.561,159.937
15580,46423,critical mass,burnin love - rave radio edit,False,0.547,0.922,8,-7.476,0.0453,0.00552,0.615,0.084,0.175,165.027
15581,46424,the prophet,why not - original mix,False,0.467,0.899,0,-7.658,0.0351,8.5e-05,0.904,0.144,0.098,94.978
15582,46425,the prophet,what iz life - original mix,False,0.603,0.981,7,-3.677,0.0571,0.00125,0.297,0.0831,0.191,92.007
15583,46426,the prophet,turn it up - original mix,False,0.327,0.929,1,-3.776,0.0561,0.00126,0.788,0.149,0.042,94.962
15584,46427,rotterdam terror corps,the final part of raveworld - remastered 2019,False,0.605,0.854,4,-3.45,0.0821,0.000556,0.826,0.48,0.887,153.881
15585,46428,the prophet,i like it loud - hardcore mix,False,0.689,0.857,1,-5.537,0.175,0.00086,0.0326,0.223,0.0714,191.976
15586,46429,the prophet,i like it loud - original mix,False,0.676,0.961,8,-5.926,0.143,0.00135,0.000529,0.25,0.0985,187.157
15587,46430,the prophet,big boys don't cry (original mix) - extended mix,False,0.538,0.948,4,-4.454,0.0678,0.00125,0.579,0.0881,0.134,180.95
15588,46431,the prophet,the breaks - original mix,False,0.586,0.974,11,-3.468,0.192,0.0046,0.391,0.387,0.273,180.008
15589,46432,the prophet,why not (original mix) - extended mix,False,0.454,0.892,0,-7.687,0.0349,3.14e-05,0.903,0.101,0.0357,94.956
15590,46433,the prophet,the sound he makes - original mix,False,0.648,0.87,11,-6.663,0.0452,0.0665,0.643,0.102,0.147,101.504
15591,46434,rexanthony,capturing matrix,False,0.516,0.961,5,-6.613,0.0514,0.000479,0.82,0.292,0.482,158.797
15592,46435,the prophet,turn it up (original mix) - extended mix,False,0.5,0.915,7,-3.85,0.0492,0.0022,0.924,0.0971,0.0778,94.893
15593,46436,the prophet,what iz life (original mix) - extended mix,False,0.49,0.976,7,-3.578,0.0738,0.000293,0.564,0.0679,0.283,184.02
15594,46437,the prophet,i am the magnificent - original mix,False,0.396,0.822,11,-7.216,0.0474,0.000466,0.653,0.376,0.0536,104.872
15595,46438,hard creation,are you down,False,0.623,0.994,10,-5.133,0.0605,0.00322,0.785,0.143,0.14,162.981
15596,46439,the prophet,i like it loud (hardcore mix) - extended mix,False,0.69,0.859,1,-5.571,0.162,0.00126,0.00353,0.237,0.0863,192.006
15597,46440,the prophet,catch me in your dreams - original mix,False,0.552,0.946,2,-5.29,0.0927,0.000492,0.264,0.0767,0.282,162.968
15598,46441,the prophet,mayhem mf (original mix) - extended mix,False,0.658,0.873,11,-3.621,0.189,0.148,0.0204,0.0531,0.267,180.001
15599,46443,the prophet,the sound he makes (original mix) - extended mix,False,0.691,0.901,4,-6.429,0.0546,0.0533,0.684,0.617,0.332,101.362
15600,46444,the prophet,believe the innocence (original mix) - extended mix,False,0.634,0.948,11,-4.088,0.338,0.122,0.753,0.0697,0.434,169.761
15601,46445,the prophet,i am the magnificent (original mix) - extended mix,False,0.329,0.853,11,-6.488,0.046,0.000161,0.74,0.309,0.0708,103.933
15602,46446,the prophet,catch me in your dreams (original mix) - extended mix,False,0.569,0.91,2,-5.315,0.0949,0.00133,0.0959,0.29,0.279,163.158
15603,46447,paul elstak,boom boom (whoo),False,0.783,0.653,6,-13.42,0.0994,0.0353,0.533,0.0881,0.363,167.82
15604,46448,scooter,unfuture,False,0.716,0.874,7,-7.264,0.0365,0.00528,0.941,0.19,0.324,140.021
15605,46453,dj mongoose,rip shit up - dj isaac remix,False,0.753,0.756,9,-11.116,0.0956,0.00663,0.841,0.193,0.206,171.07
15606,46454,meccano twins,fracture #tih - edit,False,0.361,0.968,6,-3.783,0.166,0.0241,0.00723,0.316,0.512,179.791
15607,46456,the prophet,big boys don't cry - 4 min mix,False,0.515,0.977,6,-3.907,0.0702,0.000276,0.451,0.231,0.203,181.049
15608,46459,micado,it's gonna be a fine night tonight - mix cut,False,0.435,0.95,7,-9.107,0.107,0.0567,0.151,0.31,0.235,173.158
15609,46460,the prophet,housetime! - original mix,False,0.477,0.906,10,-3.082,0.0518,0.000146,0.0229,0.411,0.039,103.999
15610,46461,meccano twins,we are in the dark,True,0.552,0.876,7,-3.603,0.0522,1.22e-05,0.00676,0.181,0.239,149.999
15611,46465,re-style,get it crackin - final 2013 edit,False,0.475,0.925,11,-5.669,0.0581,0.0304,0.0242,0.0473,0.529,170.002
15612,46467,the prophet,don't quit - original mix,False,0.601,0.814,11,-4.402,0.0498,0.000722,0.432,0.512,0.329,175.014
15613,46469,scooter,posse - i need you on the floor [remastered],False,0.475,0.999,8,-3.443,0.117,0.0197,0.0349,0.52,0.256,139.542
15614,46472,the prophet,i love you - 7 inch radio edit,False,0.661,0.848,3,-4.4,0.0803,0.00762,0.00994,0.152,0.515,159.971
15615,46476,the prophet,i love you (rave mix) - extended mix,False,0.662,0.85,7,-5.049,0.0396,0.112,0.442,0.0837,0.383,153.856
15616,46479,scooter,sugary dip - remastered,False,0.494,0.832,9,-5.506,0.0384,0.00183,6.04e-06,0.283,0.367,144.116
15617,46480,the sickest squad,offsick,True,0.646,0.936,6,-2.502,0.184,0.000528,0.099,0.356,0.562,99.996
15618,46481,the prophet,i wanna rock you (cd mix) - extended mix,False,0.564,0.935,7,-5.082,0.0604,0.00271,0.68,0.121,0.0433,179.881
15619,46482,the prophet,i love you (amsterdam party mix) - extended mix,False,0.661,0.886,0,-2.375,0.0393,0.0623,0.186,0.343,0.516,153.829
